dteday,season,yr,weekday,hr,rider_type,riders,COGS,price,Revenue,Profit
26/01/2021,1,0,3,5,registered,1,1.24,3.99,3.99,2.75
26/01/2021,1,0,3,6,casual,0,1.24,3.99,0,-1.24
26/01/2021,1,0,3,6,registered,8,1.24,3.99,31.92,30.68
26/01/2021,1,0,3,7,casual,1,1.24,3.99,3.99,2.75
26/01/2021,1,0,3,7,registered,29,1.24,3.99,115.71,114.47
26/01/2021,1,0,3,8,casual,3,1.24,3.99,11.97,10.73
26/01/2021,1,0,3,8,registered,69,1.24,3.99,275.31,274.07
26/01/2021,1,0,3,9,casual,3,1.24,3.99,11.97,10.73
26/01/2021,1,0,3,9,registered,55,1.24,3.99,219.45,218.21
26/01/2021,1,0,3,10,casual,2,1.24,3.99,7.98,6.74
26/01/2021,1,0,3,10,registered,26,1.24,3.99,103.74,102.5
26/01/2021,1,0,3,11,casual,6,1.24,3.99,23.94,22.7
26/01/2021,1,0,3,11,registered,35,1.24,3.99,139.65,138.41
26/01/2021,1,0,3,12,casual,7,1.24,3.99,27.93,26.69
26/01/2021,1,0,3,12,registered,41,1.24,3.99,163.59,162.35
26/01/2021,1,0,3,13,casual,4,1.24,3.99,15.96,14.72
26/01/2021,1,0,3,13,registered,43,1.24,3.99,171.57,170.33
26/01/2021,1,0,3,14,casual,0,1.24,3.99,0,-1.24
26/01/2021,1,0,3,14,registered,36,1.24,3.99,143.64,142.4
26/01/2021,1,0,3,15,casual,1,1.24,3.99,3.99,2.75
26/01/2021,1,0,3,15,registered,42,1.24,3.99,167.58,166.34
26/01/2021,1,0,3,16,casual,1,1.24,3.99,3.99,2.75
26/01/2021,1,0,3,16,registered,35,1.24,3.99,139.65,138.41
26/01/2021,1,0,3,17,casual,0,1.24,3.99,0,-1.24
26/01/2021,1,0,3,17,registered,26,1.24,3.99,103.74,102.5
26/01/2022,1,1,4,0,casual,3,1.56,4.99,14.97,13.41
26/01/2022,1,1,4,0,registered,22,1.56,4.99,109.78,108.22
26/01/2022,1,1,4,1,casual,5,1.56,4.99,24.95,23.39
26/01/2022,1,1,4,1,registered,16,1.56,4.99,79.84,78.28
26/01/2022,1,1,4,2,casual,1,1.56,4.99,4.99,3.43
26/01/2022,1,1,4,2,registered,6,1.56,4.99,29.94,28.38
26/01/2022,1,1,4,3,casual,1,1.56,4.99,4.99,3.43
26/01/2022,1,1,4,3,registered,5,1.56,4.99,24.95,23.39
26/01/2022,1,1,4,4,casual,0,1.56,4.99,0,-1.56
26/01/2022,1,1,4,4,registered,3,1.56,4.99,14.97,13.41
26/01/2022,1,1,4,5,casual,0,1.56,4.99,0,-1.56
26/01/2022,1,1,4,5,registered,28,1.56,4.99,139.72,138.16
26/01/2022,1,1,4,6,casual,0,1.56,4.99,0,-1.56
26/01/2022,1,1,4,6,registered,88,1.56,4.99,439.12,437.56
26/01/2022,1,1,4,7,casual,11,1.56,4.99,54.89,53.33
26/01/2022,1,1,4,7,registered,228,1.56,4.99,1137.72,1136.16
26/01/2022,1,1,4,8,casual,16,1.56,4.99,79.84,78.28
26/01/2022,1,1,4,8,registered,514,1.56,4.99,2564.86,2563.3
26/01/2022,1,1,4,9,casual,18,1.56,4.99,89.82,88.26
26/01/2022,1,1,4,9,registered,256,1.56,4.99,1277.44,1275.88
26/01/2022,1,1,4,10,casual,16,1.56,4.99,79.84,78.28
26/01/2022,1,1,4,10,registered,92,1.56,4.99,459.08,457.52
26/01/2022,1,1,4,11,casual,11,1.56,4.99,54.89,53.33
26/01/2022,1,1,4,11,registered,100,1.56,4.99,499,497.44
26/01/2022,1,1,4,12,casual,29,1.56,4.99,144.71,143.15
26/01/2022,1,1,4,12,registered,136,1.56,4.99,678.64,677.08
26/01/2022,1,1,4,13,casual,17,1.56,4.99,84.83,83.27
26/01/2022,1,1,4,13,registered,156,1.56,4.99,778.44,776.88
26/01/2022,1,1,4,14,casual,16,1.56,4.99,79.84,78.28
26/01/2022,1,1,4,14,registered,112,1.56,4.99,558.88,557.32
26/01/2022,1,1,4,15,casual,22,1.56,4.99,109.78,108.22
26/01/2022,1,1,4,15,registered,142,1.56,4.99,708.58,707.02
26/01/2022,1,1,4,16,casual,15,1.56,4.99,74.85,73.29
26/01/2022,1,1,4,16,registered,209,1.56,4.99,1042.91,1041.35
26/01/2022,1,1,4,17,casual,16,1.56,4.99,79.84,78.28
26/01/2022,1,1,4,17,registered,397,1.56,4.99,1981.03,1979.47
26/01/2022,1,1,4,18,casual,12,1.56,4.99,59.88,58.32
26/01/2022,1,1,4,18,registered,394,1.56,4.99,1966.06,1964.5
26/01/2022,1,1,4,19,casual,11,1.56,4.99,54.89,53.33
26/01/2022,1,1,4,19,registered,302,1.56,4.99,1506.98,1505.42
26/01/2022,1,1,4,20,casual,8,1.56,4.99,39.92,38.36
26/01/2022,1,1,4,20,registered,216,1.56,4.99,1077.84,1076.28
26/01/2022,1,1,4,21,casual,8,1.56,4.99,39.92,38.36
26/01/2022,1,1,4,21,registered,184,1.56,4.99,918.16,916.6
26/01/2022,1,1,4,22,casual,3,1.56,4.99,14.97,13.41
26/01/2022,1,1,4,22,registered,139,1.56,4.99,693.61,692.05
26/01/2022,1,1,4,23,casual,5,1.56,4.99,24.95,23.39
26/01/2022,1,1,4,23,registered,86,1.56,4.99,429.14,427.58
26/10/2021,4,0,3,0,casual,4,1.24,3.99,15.96,14.72
26/10/2021,4,0,3,0,registered,28,1.24,3.99,111.72,110.48
26/10/2021,4,0,3,1,casual,3,1.24,3.99,11.97,10.73
26/10/2021,4,0,3,1,registered,9,1.24,3.99,35.91,34.67
26/10/2021,4,0,3,2,casual,2,1.24,3.99,7.98,6.74
26/10/2021,4,0,3,2,registered,1,1.24,3.99,3.99,2.75
26/10/2021,4,0,3,3,casual,0,1.24,3.99,0,-1.24
26/10/2021,4,0,3,3,registered,3,1.24,3.99,11.97,10.73
26/10/2021,4,0,3,4,casual,0,1.24,3.99,0,-1.24
26/10/2021,4,0,3,4,registered,5,1.24,3.99,19.95,18.71
26/10/2021,4,0,3,5,casual,0,1.24,3.99,0,-1.24
26/10/2021,4,0,3,5,registered,21,1.24,3.99,83.79,82.55
26/10/2021,4,0,3,6,casual,0,1.24,3.99,0,-1.24
26/10/2021,4,0,3,6,registered,92,1.24,3.99,367.08,365.84
26/10/2021,4,0,3,7,casual,15,1.24,3.99,59.85,58.61
26/10/2021,4,0,3,7,registered,284,1.24,3.99,1133.16,1131.92
26/10/2021,4,0,3,8,casual,26,1.24,3.99,103.74,102.5
26/10/2021,4,0,3,8,registered,438,1.24,3.99,1747.62,1746.38
26/10/2021,4,0,3,9,casual,14,1.24,3.99,55.86,54.62
26/10/2021,4,0,3,9,registered,226,1.24,3.99,901.74,900.5
26/10/2021,4,0,3,10,casual,26,1.24,3.99,103.74,102.5
26/10/2021,4,0,3,10,registered,105,1.24,3.99,418.95,417.71
26/10/2021,4,0,3,11,casual,23,1.24,3.99,91.77,90.53
26/10/2021,4,0,3,11,registered,132,1.24,3.99,526.68,525.44
26/10/2021,4,0,3,12,casual,39,1.24,3.99,155.61,154.37
26/10/2021,4,0,3,12,registered,155,1.24,3.99,618.45,617.21
26/10/2021,4,0,3,13,casual,20,1.24,3.99,79.8,78.56
26/10/2021,4,0,3,13,registered,62,1.24,3.99,247.38,246.14
26/10/2021,4,0,3,14,casual,14,1.24,3.99,55.86,54.62
26/10/2021,4,0,3,14,registered,52,1.24,3.99,207.48,206.24
26/10/2021,4,0,3,15,casual,11,1.24,3.99,43.89,42.65
26/10/2021,4,0,3,15,registered,59,1.24,3.99,235.41,234.17
26/10/2021,4,0,3,16,casual,17,1.24,3.99,67.83,66.59
26/10/2021,4,0,3,16,registered,196,1.24,3.99,782.04,780.8
26/10/2021,4,0,3,17,casual,40,1.24,3.99,159.6,158.36
26/10/2021,4,0,3,17,registered,414,1.24,3.99,1651.86,1650.62
26/10/2021,4,0,3,18,casual,55,1.24,3.99,219.45,218.21
26/10/2021,4,0,3,18,registered,398,1.24,3.99,1588.02,1586.78
26/10/2021,4,0,3,19,casual,25,1.24,3.99,99.75,98.51
26/10/2021,4,0,3,19,registered,306,1.24,3.99,1220.94,1219.7
26/10/2021,4,0,3,20,casual,27,1.24,3.99,107.73,106.49
26/10/2021,4,0,3,20,registered,180,1.24,3.99,718.2,716.96
26/10/2021,4,0,3,21,casual,17,1.24,3.99,67.83,66.59
26/10/2021,4,0,3,21,registered,140,1.24,3.99,558.6,557.36
26/10/2021,4,0,3,22,casual,23,1.24,3.99,91.77,90.53
26/10/2021,4,0,3,22,registered,112,1.24,3.99,446.88,445.64
26/10/2021,4,0,3,23,casual,3,1.24,3.99,11.97,10.73
26/10/2021,4,0,3,23,registered,72,1.24,3.99,287.28,286.04
26/10/2022,4,1,5,0,casual,6,1.56,4.99,29.94,28.38
26/10/2022,4,1,5,0,registered,65,1.56,4.99,324.35,322.79
26/10/2022,4,1,5,1,casual,4,1.56,4.99,19.96,18.4
26/10/2022,4,1,5,1,registered,32,1.56,4.99,159.68,158.12
26/10/2022,4,1,5,2,casual,4,1.56,4.99,19.96,18.4
26/10/2022,4,1,5,2,registered,15,1.56,4.99,74.85,73.29
26/10/2022,4,1,5,3,casual,5,1.56,4.99,24.95,23.39
26/10/2022,4,1,5,3,registered,8,1.56,4.99,39.92,38.36
26/10/2022,4,1,5,4,casual,1,1.56,4.99,4.99,3.43
26/10/2022,4,1,5,4,registered,4,1.56,4.99,19.96,18.4
26/10/2022,4,1,5,5,casual,3,1.56,4.99,14.97,13.41
26/10/2022,4,1,5,5,registered,47,1.56,4.99,234.53,232.97
26/10/2022,4,1,5,6,casual,2,1.56,4.99,9.98,8.42
26/10/2022,4,1,5,6,registered,142,1.56,4.99,708.58,707.02
26/10/2022,4,1,5,7,casual,13,1.56,4.99,64.87,63.31
26/10/2022,4,1,5,7,registered,408,1.56,4.99,2035.92,2034.36
26/10/2022,4,1,5,8,casual,20,1.56,4.99,99.8,98.24
26/10/2022,4,1,5,8,registered,714,1.56,4.99,3562.86,3561.3
26/10/2022,4,1,5,9,casual,56,1.56,4.99,279.44,277.88
26/10/2022,4,1,5,9,registered,347,1.56,4.99,1731.53,1729.97
26/10/2022,4,1,5,10,casual,41,1.56,4.99,204.59,203.03
26/10/2022,4,1,5,10,registered,156,1.56,4.99,778.44,776.88
26/10/2022,4,1,5,11,casual,68,1.56,4.99,339.32,337.76
26/10/2022,4,1,5,11,registered,222,1.56,4.99,1107.78,1106.22
26/10/2022,4,1,5,12,casual,90,1.56,4.99,449.1,447.54
26/10/2022,4,1,5,12,registered,302,1.56,4.99,1506.98,1505.42
26/10/2022,4,1,5,13,casual,77,1.56,4.99,384.23,382.67
26/10/2022,4,1,5,13,registered,260,1.56,4.99,1297.4,1295.84
26/10/2022,4,1,5,14,casual,99,1.56,4.99,494.01,492.45
26/10/2022,4,1,5,14,registered,252,1.56,4.99,1257.48,1255.92
26/10/2022,4,1,5,15,casual,142,1.56,4.99,708.58,707.02
26/10/2022,4,1,5,15,registered,306,1.56,4.99,1526.94,1525.38
26/10/2022,4,1,5,16,casual,137,1.56,4.99,683.63,682.07
26/10/2022,4,1,5,16,registered,445,1.56,4.99,2220.55,2218.99
26/10/2022,4,1,5,17,casual,125,1.56,4.99,623.75,622.19
26/10/2022,4,1,5,17,registered,692,1.56,4.99,3453.08,3451.52
26/10/2022,4,1,5,18,casual,81,1.56,4.99,404.19,402.63
26/10/2022,4,1,5,18,registered,584,1.56,4.99,2914.16,2912.6
26/10/2022,4,1,5,19,casual,72,1.56,4.99,359.28,357.72
26/10/2022,4,1,5,19,registered,399,1.56,4.99,1991.01,1989.45
26/10/2022,4,1,5,20,casual,40,1.56,4.99,199.6,198.04
26/10/2022,4,1,5,20,registered,271,1.56,4.99,1352.29,1350.73
26/10/2022,4,1,5,21,casual,40,1.56,4.99,199.6,198.04
26/10/2022,4,1,5,21,registered,252,1.56,4.99,1257.48,1255.92
26/10/2022,4,1,5,22,casual,37,1.56,4.99,184.63,183.07
26/10/2022,4,1,5,22,registered,180,1.56,4.99,898.2,896.64
26/10/2022,4,1,5,23,casual,19,1.56,4.99,94.81,93.25
26/10/2022,4,1,5,23,registered,159,1.56,4.99,793.41,791.85
26/11/2021,4,0,6,0,casual,9,1.24,3.99,35.91,34.67
26/11/2021,4,0,6,0,registered,38,1.24,3.99,151.62,150.38
26/11/2021,4,0,6,1,casual,5,1.24,3.99,19.95,18.71
26/11/2021,4,0,6,1,registered,24,1.24,3.99,95.76,94.52
26/11/2021,4,0,6,2,casual,3,1.24,3.99,11.97,10.73
26/11/2021,4,0,6,2,registered,20,1.24,3.99,79.8,78.56
26/11/2021,4,0,6,3,casual,8,1.24,3.99,31.92,30.68
26/11/2021,4,0,6,3,registered,9,1.24,3.99,35.91,34.67
26/11/2021,4,0,6,4,casual,0,1.24,3.99,0,-1.24
26/11/2021,4,0,6,4,registered,4,1.24,3.99,15.96,14.72
26/11/2021,4,0,6,5,casual,0,1.24,3.99,0,-1.24
26/11/2021,4,0,6,5,registered,3,1.24,3.99,11.97,10.73
26/11/2021,4,0,6,6,casual,2,1.24,3.99,7.98,6.74
26/11/2021,4,0,6,6,registered,8,1.24,3.99,31.92,30.68
26/11/2021,4,0,6,7,casual,4,1.24,3.99,15.96,14.72
26/11/2021,4,0,6,7,registered,13,1.24,3.99,51.87,50.63
26/11/2021,4,0,6,8,casual,10,1.24,3.99,39.9,38.66
26/11/2021,4,0,6,8,registered,50,1.24,3.99,199.5,198.26
26/11/2021,4,0,6,9,casual,16,1.24,3.99,63.84,62.6
26/11/2021,4,0,6,9,registered,67,1.24,3.99,267.33,266.09
26/11/2021,4,0,6,10,casual,57,1.24,3.99,227.43,226.19
26/11/2021,4,0,6,10,registered,84,1.24,3.99,335.16,333.92
26/11/2021,4,0,6,11,casual,107,1.24,3.99,426.93,425.69
26/11/2021,4,0,6,11,registered,123,1.24,3.99,490.77,489.53
26/11/2021,4,0,6,12,casual,137,1.24,3.99,546.63,545.39
26/11/2021,4,0,6,12,registered,172,1.24,3.99,686.28,685.04
26/11/2021,4,0,6,13,casual,177,1.24,3.99,706.23,704.99
26/11/2021,4,0,6,13,registered,148,1.24,3.99,590.52,589.28
26/11/2021,4,0,6,14,casual,141,1.24,3.99,562.59,561.35
26/11/2021,4,0,6,14,registered,158,1.24,3.99,630.42,629.18
26/11/2021,4,0,6,15,casual,154,1.24,3.99,614.46,613.22
26/11/2021,4,0,6,15,registered,160,1.24,3.99,638.4,637.16
26/11/2021,4,0,6,16,casual,137,1.24,3.99,546.63,545.39
26/11/2021,4,0,6,16,registered,138,1.24,3.99,550.62,549.38
26/11/2021,4,0,6,17,casual,62,1.24,3.99,247.38,246.14
26/11/2021,4,0,6,17,registered,122,1.24,3.99,486.78,485.54
26/11/2021,4,0,6,18,casual,67,1.24,3.99,267.33,266.09
26/11/2021,4,0,6,18,registered,118,1.24,3.99,470.82,469.58
26/11/2021,4,0,6,19,casual,46,1.24,3.99,183.54,182.3
26/11/2021,4,0,6,19,registered,100,1.24,3.99,399,397.76
26/11/2021,4,0,6,20,casual,55,1.24,3.99,219.45,218.21
26/11/2021,4,0,6,20,registered,86,1.24,3.99,343.14,341.9
26/11/2021,4,0,6,21,casual,20,1.24,3.99,79.8,78.56
26/11/2021,4,0,6,21,registered,72,1.24,3.99,287.28,286.04
26/11/2021,4,0,6,22,casual,14,1.24,3.99,55.86,54.62
26/11/2021,4,0,6,22,registered,51,1.24,3.99,203.49,202.25
26/11/2021,4,0,6,23,casual,18,1.24,3.99,71.82,70.58
26/11/2021,4,0,6,23,registered,51,1.24,3.99,203.49,202.25
26/11/2022,4,1,1,0,casual,4,1.56,4.99,19.96,18.4
26/11/2022,4,1,1,0,registered,19,1.56,4.99,94.81,93.25
26/11/2022,4,1,1,1,casual,1,1.56,4.99,4.99,3.43
26/11/2022,4,1,1,1,registered,9,1.56,4.99,44.91,43.35
26/11/2022,4,1,1,2,casual,0,1.56,4.99,0,-1.56
26/11/2022,4,1,1,2,registered,5,1.56,4.99,24.95,23.39
26/11/2022,4,1,1,3,casual,1,1.56,4.99,4.99,3.43
26/11/2022,4,1,1,3,registered,4,1.56,4.99,19.96,18.4
26/11/2022,4,1,1,4,casual,0,1.56,4.99,0,-1.56
26/11/2022,4,1,1,4,registered,10,1.56,4.99,49.9,48.34
26/11/2022,4,1,1,5,casual,0,1.56,4.99,0,-1.56
26/11/2022,4,1,1,5,registered,41,1.56,4.99,204.59,203.03
26/11/2022,4,1,1,6,casual,1,1.56,4.99,4.99,3.43
26/11/2022,4,1,1,6,registered,123,1.56,4.99,613.77,612.21
26/11/2022,4,1,1,7,casual,2,1.56,4.99,9.98,8.42
26/11/2022,4,1,1,7,registered,363,1.56,4.99,1811.37,1809.81
26/11/2022,4,1,1,8,casual,9,1.56,4.99,44.91,43.35
26/11/2022,4,1,1,8,registered,629,1.56,4.99,3138.71,3137.15
26/11/2022,4,1,1,9,casual,10,1.56,4.99,49.9,48.34
26/11/2022,4,1,1,9,registered,276,1.56,4.99,1377.24,1375.68
26/11/2022,4,1,1,10,casual,20,1.56,4.99,99.8,98.24
26/11/2022,4,1,1,10,registered,127,1.56,4.99,633.73,632.17
26/11/2022,4,1,1,11,casual,18,1.56,4.99,89.82,88.26
26/11/2022,4,1,1,11,registered,112,1.56,4.99,558.88,557.32
26/11/2022,4,1,1,12,casual,22,1.56,4.99,109.78,108.22
26/11/2022,4,1,1,12,registered,188,1.56,4.99,938.12,936.56
26/11/2022,4,1,1,13,casual,20,1.56,4.99,99.8,98.24
26/11/2022,4,1,1,13,registered,197,1.56,4.99,983.03,981.47
26/11/2022,4,1,1,14,casual,51,1.56,4.99,254.49,252.93
26/11/2022,4,1,1,14,registered,177,1.56,4.99,883.23,881.67
26/11/2022,4,1,1,15,casual,49,1.56,4.99,244.51,242.95
26/11/2022,4,1,1,15,registered,181,1.56,4.99,903.19,901.63
26/11/2022,4,1,1,16,casual,49,1.56,4.99,244.51,242.95
26/11/2022,4,1,1,16,registered,297,1.56,4.99,1482.03,1480.47
26/11/2022,4,1,1,17,casual,13,1.56,4.99,64.87,63.31
26/11/2022,4,1,1,17,registered,540,1.56,4.99,2694.6,2693.04
26/11/2022,4,1,1,18,casual,19,1.56,4.99,94.81,93.25
26/11/2022,4,1,1,18,registered,502,1.56,4.99,2504.98,2503.42
26/11/2022,4,1,1,19,casual,16,1.56,4.99,79.84,78.28
26/11/2022,4,1,1,19,registered,355,1.56,4.99,1771.45,1769.89
26/11/2022,4,1,1,20,casual,12,1.56,4.99,59.88,58.32
26/11/2022,4,1,1,20,registered,265,1.56,4.99,1322.35,1320.79
26/11/2022,4,1,1,21,casual,9,1.56,4.99,44.91,43.35
26/11/2022,4,1,1,21,registered,172,1.56,4.99,858.28,856.72
26/11/2022,4,1,1,22,casual,3,1.56,4.99,14.97,13.41
26/11/2022,4,1,1,22,registered,101,1.56,4.99,503.99,502.43
26/11/2022,4,1,1,23,casual,8,1.56,4.99,39.92,38.36
26/11/2022,4,1,1,23,registered,57,1.56,4.99,284.43,282.87
26/12/2021,1,0,1,0,casual,5,1.24,3.99,19.95,18.71
26/12/2021,1,0,1,0,registered,6,1.24,3.99,23.94,22.7
26/12/2021,1,0,1,1,casual,3,1.24,3.99,11.97,10.73
26/12/2021,1,0,1,1,registered,7,1.24,3.99,27.93,26.69
26/12/2021,1,0,1,2,casual,2,1.24,3.99,7.98,6.74
26/12/2021,1,0,1,2,registered,5,1.24,3.99,19.95,18.71
26/12/2021,1,0,1,4,casual,0,1.24,3.99,0,-1.24
26/12/2021,1,0,1,4,registered,2,1.24,3.99,7.98,6.74
26/12/2021,1,0,1,5,casual,0,1.24,3.99,0,-1.24
26/12/2021,1,0,1,5,registered,4,1.24,3.99,15.96,14.72
26/12/2021,1,0,1,6,casual,0,1.24,3.99,0,-1.24
26/12/2021,1,0,1,6,registered,4,1.24,3.99,15.96,14.72
26/12/2021,1,0,1,7,casual,2,1.24,3.99,7.98,6.74
26/12/2021,1,0,1,7,registered,17,1.24,3.99,67.83,66.59
26/12/2021,1,0,1,8,casual,5,1.24,3.99,19.95,18.71
26/12/2021,1,0,1,8,registered,13,1.24,3.99,51.87,50.63
26/12/2021,1,0,1,9,casual,24,1.24,3.99,95.76,94.52
26/12/2021,1,0,1,9,registered,38,1.24,3.99,151.62,150.38
26/12/2021,1,0,1,10,casual,31,1.24,3.99,123.69,122.45
26/12/2021,1,0,1,10,registered,39,1.24,3.99,155.61,154.37
26/12/2021,1,0,1,11,casual,40,1.24,3.99,159.6,158.36
26/12/2021,1,0,1,11,registered,51,1.24,3.99,203.49,202.25
26/12/2021,1,0,1,12,casual,34,1.24,3.99,135.66,134.42
26/12/2021,1,0,1,12,registered,66,1.24,3.99,263.34,262.1
26/12/2021,1,0,1,13,casual,57,1.24,3.99,227.43,226.19
26/12/2021,1,0,1,13,registered,83,1.24,3.99,331.17,329.93
26/12/2021,1,0,1,14,casual,73,1.24,3.99,291.27,290.03
26/12/2021,1,0,1,14,registered,80,1.24,3.99,319.2,317.96
26/12/2021,1,0,1,15,casual,26,1.24,3.99,103.74,102.5
26/12/2021,1,0,1,15,registered,105,1.24,3.99,418.95,417.71
26/12/2021,1,0,1,16,casual,28,1.24,3.99,111.72,110.48
26/12/2021,1,0,1,16,registered,69,1.24,3.99,275.31,274.07
26/12/2021,1,0,1,17,casual,30,1.24,3.99,119.7,118.46
26/12/2021,1,0,1,17,registered,67,1.24,3.99,267.33,266.09
26/12/2021,1,0,1,18,casual,21,1.24,3.99,83.79,82.55
26/12/2021,1,0,1,18,registered,54,1.24,3.99,215.46,214.22
26/12/2021,1,0,1,19,casual,16,1.24,3.99,63.84,62.6
26/12/2021,1,0,1,19,registered,49,1.24,3.99,195.51,194.27
26/12/2021,1,0,1,20,casual,14,1.24,3.99,55.86,54.62
26/12/2021,1,0,1,20,registered,42,1.24,3.99,167.58,166.34
26/12/2021,1,0,1,21,casual,10,1.24,3.99,39.9,38.66
26/12/2021,1,0,1,21,registered,39,1.24,3.99,155.61,154.37
26/12/2021,1,0,1,22,casual,5,1.24,3.99,19.95,18.71
26/12/2021,1,0,1,22,registered,22,1.24,3.99,87.78,86.54
26/12/2021,1,0,1,23,casual,4,1.24,3.99,15.96,14.72
26/12/2021,1,0,1,23,registered,25,1.24,3.99,99.75,98.51
26/12/2022,1,1,3,0,casual,1,1.56,4.99,4.99,3.43
26/12/2022,1,1,3,0,registered,8,1.56,4.99,39.92,38.36
26/12/2022,1,1,3,1,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,1,registered,7,1.56,4.99,34.93,33.37
26/12/2022,1,1,3,2,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,2,registered,1,1.56,4.99,4.99,3.43
26/12/2022,1,1,3,3,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,3,registered,2,1.56,4.99,9.98,8.42
26/12/2022,1,1,3,4,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,4,registered,2,1.56,4.99,9.98,8.42
26/12/2022,1,1,3,5,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,5,registered,11,1.56,4.99,54.89,53.33
26/12/2022,1,1,3,6,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,6,registered,36,1.56,4.99,179.64,178.08
26/12/2022,1,1,3,7,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,7,registered,26,1.56,4.99,129.74,128.18
26/12/2022,1,1,3,8,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,8,registered,31,1.56,4.99,154.69,153.13
26/12/2022,1,1,3,9,casual,1,1.56,4.99,4.99,3.43
26/12/2022,1,1,3,9,registered,22,1.56,4.99,109.78,108.22
26/12/2022,1,1,3,10,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,10,registered,8,1.56,4.99,39.92,38.36
26/12/2022,1,1,3,11,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,11,registered,10,1.56,4.99,49.9,48.34
26/12/2022,1,1,3,12,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,12,registered,10,1.56,4.99,49.9,48.34
26/12/2022,1,1,3,13,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,13,registered,15,1.56,4.99,74.85,73.29
26/12/2022,1,1,3,14,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,14,registered,20,1.56,4.99,99.8,98.24
26/12/2022,1,1,3,15,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,15,registered,13,1.56,4.99,64.87,63.31
26/12/2022,1,1,3,16,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,16,registered,13,1.56,4.99,64.87,63.31
26/12/2022,1,1,3,17,casual,2,1.56,4.99,9.98,8.42
26/12/2022,1,1,3,17,registered,51,1.56,4.99,254.49,252.93
26/12/2022,1,1,3,18,casual,1,1.56,4.99,4.99,3.43
26/12/2022,1,1,3,18,registered,42,1.56,4.99,209.58,208.02
26/12/2022,1,1,3,19,casual,2,1.56,4.99,9.98,8.42
26/12/2022,1,1,3,19,registered,33,1.56,4.99,164.67,163.11
26/12/2022,1,1,3,20,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,20,registered,32,1.56,4.99,159.68,158.12
26/12/2022,1,1,3,21,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,21,registered,20,1.56,4.99,99.8,98.24
26/12/2022,1,1,3,22,casual,0,1.56,4.99,0,-1.56
26/12/2022,1,1,3,22,registered,11,1.56,4.99,54.89,53.33
26/12/2022,1,1,3,23,casual,2,1.56,4.99,9.98,8.42
26/12/2022,1,1,3,23,registered,8,1.56,4.99,39.92,38.36
26/02/2021,1,0,6,0,casual,3,1.24,3.99,11.97,10.73
26/02/2021,1,0,6,0,registered,25,1.24,3.99,99.75,98.51
26/02/2021,1,0,6,1,casual,2,1.24,3.99,7.98,6.74
26/02/2021,1,0,6,1,registered,25,1.24,3.99,99.75,98.51
26/02/2021,1,0,6,2,casual,3,1.24,3.99,11.97,10.73
26/02/2021,1,0,6,2,registered,9,1.24,3.99,35.91,34.67
26/02/2021,1,0,6,3,casual,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,3,registered,7,1.24,3.99,27.93,26.69
26/02/2021,1,0,6,4,casual,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,4,registered,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,5,casual,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,5,registered,9,1.24,3.99,35.91,34.67
26/02/2021,1,0,6,6,casual,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,6,registered,6,1.24,3.99,23.94,22.7
26/02/2021,1,0,6,7,casual,1,1.24,3.99,3.99,2.75
26/02/2021,1,0,6,7,registered,21,1.24,3.99,83.79,82.55
26/02/2021,1,0,6,8,casual,2,1.24,3.99,7.98,6.74
26/02/2021,1,0,6,8,registered,55,1.24,3.99,219.45,218.21
26/02/2021,1,0,6,9,casual,9,1.24,3.99,35.91,34.67
26/02/2021,1,0,6,9,registered,65,1.24,3.99,259.35,258.11
26/02/2021,1,0,6,10,casual,14,1.24,3.99,55.86,54.62
26/02/2021,1,0,6,10,registered,71,1.24,3.99,283.29,282.05
26/02/2021,1,0,6,11,casual,26,1.24,3.99,103.74,102.5
26/02/2021,1,0,6,11,registered,100,1.24,3.99,399,397.76
26/02/2021,1,0,6,12,casual,45,1.24,3.99,179.55,178.31
26/02/2021,1,0,6,12,registered,115,1.24,3.99,458.85,457.61
26/02/2021,1,0,6,13,casual,38,1.24,3.99,151.62,150.38
26/02/2021,1,0,6,13,registered,136,1.24,3.99,542.64,541.4
